EntityNumber,Language,TypeOfDenomination,Denomination
0207.389.859,2,1,Gemeente Sint-Lambrechts-Woluwe
0207.389.958,1,1,Commune de La Calamine
0207.389.958,3,1,Gemeinde Kelmis
0207.391.344,1,1,Commune de Tellin
0207.391.443,1,1,Commune de Meix-devant-Virton
0207.391.641,1,1,Commune de Musson
0207.392.433,1,1,Commune de Saint-Léger (Lux.)
0207.392.928,1,1,Commune de Tintigny
0207.394.116,1,1,Ville de Beauraing
0207.394.215,1,1,Commune de Bièvre
0207.396.292,1,1,Commune de Hamois
0207.396.490,1,1,Commune de Havelange
0207.399.757,1,1,Commune de Somme-Leuze
0207.400.846,1,1,Commune de Bullange
0207.400.846,3,1,Gemeinde Büllingen
0207.401.044,1,1,Commune de Ganshoren
0207.401.044,2,1,Gemeente Ganshoren
0207.401.341,1,1,Commune d'Ixelles
0207.401.341,2,1,Gemeente Elsene
0207.401.935,1,1,Commune de Nassogne
0207.402.331,1,1,Commune d'Amel
0207.402.331,3,1,Gemeinde Amel
0207.402.430,1,1,Commune de Lierneux
0207.402.628,1,1,Commune de Jalhay
0207.403.222,1,1,Commune de Waimes
0207.403.915,1,1,Ville de Stavelot
0207.404.014,1,1,Commune de Stoumont
0207.409.457,1,1,Commune d'Incourt
0207.410.546,1,1,Commune de Hensies
0207.410.645,1,1,Commune de Silly
0207.430.342,2,1,Gemeente Kuurne
0207.430.441,2,1,Stad Mesen
0207.431.332,2,1,Gemeente Ichtegem
0207.431.629,2,1,Gemeente Moorslede
0207.432.124,2,1,Gemeente Zonnebeke
0207.432.520,2,1,Stad Roeselare
0207.432.916,2,1,Gemeente Pittem
0207.433.015,2,1,Gemeente Ruiselede
0207.433.312,2,1,Stad Menen
0207.433.708,2,1,Stad Waregem
0207.434.203,2,1,Gemeente Dentergem
0207.434.597,2,1,Gemeente De Panne
0207.435.092,2,1,Gemeente Bredene
0207.435.785,2,1,Gemeente Lichtervelde
0207.436.676,2,1,Gemeente Oostrozebeke
0207.436.775,2,1,Stad Oostende
0207.437.468,2,1,Stad Aalst
0207.437.864,2,1,Gemeente Wielsbeke
0207.438.458,2,1,Stad Tielt
0207.439.151,2,1,Gemeente Haaltert
0207.439.448,2,1,Gemeente Herzele
0207.439.745,2,1,Gemeente Denderleeuw
0207.440.438,2,1,Gemeente Lede
0207.441.527,2,1,Stad Ninove
0207.443.012,2,1,Gemeente Sint-Lievens-Houtem
0207.444.990,2,1,Stad Zottegem
0207.445.287,2,1,Gemeente Buggenhout
0207.445.485,2,1,Gemeente Berlare
0207.445.584,2,1,Stad Dendermonde
0207.445.782,2,1,Gemeente Hamme (Vl.)
0207.445.881,2,1,Gemeente Laarne
0207.446.079,2,1,Gemeente Lebbeke
0207.447.069,2,1,Gemeente Waasmunster
0207.447.366,2,1,Gemeente Wetteren
0207.447.465,2,1,Gemeente Wichelen
0207.447.663,2,1,Gemeente Zele
0207.447.861,2,1,Gemeente Assenede
0207.448.158,2,1,Stad Eeklo
0207.448.356,2,1,Gemeente Kaprijke
0207.448.554,2,1,Gemeente Maldegem
0207.448.851,2,1,Gemeente Sint-Laureins
0207.449.346,2,1,Gemeente Zelzate
0207.450.534,2,1,Gemeente De Pinte
0207.450.633,2,1,Gemeente Destelbergen
0207.451.128,2,1,Gemeente Evergem
0207.451.227,2,1,Stad Gent
0207.451.326,2,1,Gemeente Gavere
0207.452.514,2,1,Gemeente Lochristi
0207.453.009,2,1,Gemeente Melle
0207.453.207,2,1,Gemeente Merelbeke
0207.453.405,2,1,Gemeente Moerbeke (Waas)
0207.453.801,2,1,Gemeente Nazareth
0207.454.294,2,1,Gemeente Oosterzele
0207.456.076,2,1,Gemeente Wachtebeke
0207.456.868,2,1,Gemeente Zulte
0207.460.432,2,1,Stad Ronse
0207.462.313,2,1,Gemeente Beveren (Waas)
0207.463.303,2,1,Gemeente Kruibeke
0207.463.402,2,1,Stad Lokeren
0207.464.093,2,1,Gemeente Sint-Gillis-Waas
0207.464.192,2,1,Stad Sint-Niklaas
0207.464.489,2,1,Gemeente Stekene
0207.464.588,2,1,Gemeente Temse
0207.465.083,2,1,Gemeente As
0207.465.281,2,1,Stad Beringen
0207.465.974,2,1,Gemeente Diepenbeek
0207.466.469,2,1,Gemeente Gingelom
0207.466.766,2,1,Gemeentebestuur van Halen
0207.466.964,2,1,Stad Hasselt
0207.467.162,2,1,Stad Herk-de-Stad
0207.468.152,2,1,Gemeente Leopoldsburg
0207.468.350,2,1,Gemeente Lummen
0207.469.142,2,1,Gemeente Nieuwerkerken (Limb.)
0207.469.934,2,1,Stad Sint-Truiden
0207.470.330,2,1,Gemeente Tessenderlo
0207.471.221,2,1,Gemeente Zonhoven
0207.471.320,2,1,Gemeente Zutendaal
0207.471.518,2,1,Gemeente Bocholt
0207.471.617,2,1,Stad Bree
0207.471.716,2,1,Stad Dilsen-Stokkem
0207.472.904,2,1,Gemeente Kinrooi
0207.473.102,2,1,Stad Lommel
0207.473.201,2,1,Stad Maaseik
0207.474.189,2,1,Stad Peer
0207.474.882,2,1,Gemeente Alken
0207.475.377,2,1,Stad Bilzen
0207.476.862,2,1,Gemeente Heers
0207.477.456,2,1,Gemeente Herstappe
0207.477.852,2,1,Gemeente Hoeselt
0207.478.545,2,1,Gemeente Kortessem
0207.478.743,2,1,Gemeente Lanaken
0207.480.921,2,1,Gemeente Riemst
0207.483.691,2,1,Gemeente Wellen
0207.484.186,2,1,Gemeente Drogenbos
0207.484.285,2,1,Gemeente Kraainem
0207.484.384,2,1,Gemeente Linkebeek
0207.484.582,2,1,Gemeente Zwevegem
0207.484.681,2,1,Stad Ieper
0207.484.780,2,1,Gemeente Anzegem
0207.485.374,2,1,Stad Geraardsbergen
0207.485.473,2,1,Gemeente Ingelmunster
0207.485.770,2,1,Gemeente Avelgem
0207.485.869,2,1,Stad Nieuwpoort
0207.487.354,2,1,Gemeente Ledegem
0207.488.344,2,1,Gemeente Staden
0207.488.443,2,1,Gemeente Deerlijk
0207.488.641,2,1,Gemeente Wevelgem
0207.489.037,2,1,Stad Izegem
0207.489.829,2,1,Gemeente Meulebeke
0207.490.621,2,1,Gemeente Hooglede
0207.491.215,2,1,Stad Oudenburg
0207.491.413,2,1,Stad Gistel
0207.491.710,2,1,Gemeente Lendelede
0207.492.502,2,1,Stad Harelbeke
0207.493.391,2,1,Stad Wervik
0207.494.480,2,1,Gemeente Koksijde
0207.494.579,2,1,Stad Veurne
0207.494.678,2,1,Stad Kortrijk
0207.495.074,2,1,Gemeente Alveringem
0207.495.470,2,1,Gemeente Wingene
0207.495.668,2,1,Gemeente Middelkerke
0207.499.133,2,1,Gemeente Zoersel
0207.499.232,2,1,Gemeente Zwijndrecht
0207.499.430,2,1,Stad Mechelen
0207.499.727,2,1,Gemeente Putte
0207.500.123,2,1,Stad Antwerpen
0207.500.321,2,1,Gemeente Brecht
0207.500.420,2,1,Gemeente Bornem
0207.501.113,2,1,Gemeente Willebroek
0207.501.311,2,1,Gemeente Ranst
0207.501.410,2,1,Gemeente Lint
0207.501.707,2,1,Gemeente Schilde
0207.501.806,2,1,Gemeente Grobbendonk
0207.502.004,2,1,Gemeente Herenthout
0207.502.103,2,1,Gemeente Herselt
0207.502.202,2,1,Stad Hoogstraten
0207.502.301,2,1,Stad Lier
0207.502.497,2,1,Gemeente Hulshout
0207.502.596,2,1,Gemeente Kasterlee
0207.502.794,2,1,Gemeente Lille
0207.502.992,2,1,Gemeente Meerhout
0207.503.190,2,1,Gemeente Merksplas
0207.503.388,2,1,Gemeente Mol
0207.503.784,2,1,Gemeente Olen
0207.503.982,2,1,Gemeente Oud-Turnhout
0207.504.378,2,1,Gemeente Ravels
0207.504.477,2,1,Gemeente Retie
0207.504.576,2,1,Gemeentebestuur Rijkevorsel
0207.504.675,2,1,Stad Herentals
0207.505.368,2,1,Gemeente Arendonk
0207.505.566,2,1,Gemeente Westerlo
0207.505.764,2,1,Gemeente Beerse
0207.505.863,2,1,Gemeente Sint-Genesius-Rode
0207.506.061,2,1,Gemeente Wezembeek-Oppem
0207.506.160,2,1,Gemeente Hemiksem
0207.506.259,2,1,Gemeente Asse
0207.506.358,2,1,Gemeente Beersel
0207.506.952,2,1,Gemeente Boom
0207.507.645,2,1,Gemeente Dilbeek
0207.508.338,2,1,Gemeente Galmaarden
0207.508.437,2,1,Gemeente Gooik
0207.508.536,2,1,Gemeente Grimbergen
0207.508.932,2,1,Gemeente Aartselaar
0207.509.031,2,1,Gemeente Affligem
0207.509.229,2,1,Gemeente Borsbeek
0207.509.427,2,1,Gemeente Baarle-Hertog
0207.509.724,2,1,Gemeente Sint-Katelijne-Waver
0207.510.021,2,1,Gemeente Rumst
0207.511.011,2,1,Gemeente Meise
0207.511.110,2,1,Gemeente Merchtem
0207.511.803,2,1,Gemeente Opwijk
0207.512.001,2,1,Gemeente Overijse
0207.512.197,2,1,Gemeente Pepingen
0207.513.484,2,1,Gemeente Sint-Pieters-Leeuw
0207.514.276,2,1,Gemeente Ternat
0207.514.474,2,1,Stad Vilvoorde
0207.515.068,2,1,Gemeente Zaventem
0207.515.266,2,1,Gemeente Zemst
0207.515.365,2,1,Gemeente Roosdaal
0207.515.464,2,1,Stad Aarschot
0207.516.058,2,1,Gemeente Begijnendijk
0207.516.157,2,1,Gemeente Bekkevoort
0207.516.256,2,1,Gemeente Bertem
0207.516.454,2,1,Gemeente Bierbeek
0207.516.751,2,1,Gemeente Boortmeerbeek
0207.516.949,2,1,Gemeente Boutersem
0207.517.345,2,1,Stad Diest
0207.518.137,2,1,Gemeente Geetbets
0207.518.335,2,1,Gemeente Glabbeek
0207.518.632,2,1,Gemeente Haacht
0207.519.127,2,1,Gemeente Herent
0207.519.424,2,1,Gemeente Hoegaarden
0207.519.622,2,1,Gemeente Holsbeek
0207.519.820,2,1,Gemeente Huldenberg
0207.520.117,2,1,Gemeente Keerbergen
0207.520.711,2,1,Gemeente Kortenaken
0207.520.810,2,1,Gemeente Kortenberg
0207.521.206,2,1,Stad Landen
0207.521.503,2,1,Stad Leuven
0207.521.996,2,1,Gemeente Lubbeek
0207.523.679,2,1,Gemeente Oud-Heverlee
0207.524.471,2,1,Gemeente Rotselaar
0207.525.461,2,1,Gemeente Tervuren
0207.525.758,2,1,Stad Tienen
0207.525.956,2,1,Gemeente Tremelo
0207.527.540,2,1,Stad Zoutleeuw
0207.527.936,2,1,Gemeente Beernem
0207.528.035,2,1,Stad Brugge
0207.528.134,2,1,Stad Damme
0207.528.629,2,1,Gemeente Jabbeke
0207.529.520,2,1,Gemeente Oostkamp
0207.530.609,2,1,Stad Torhout
0207.531.302,2,1,Gemeente Zedelgem
0207.531.597,2,1,Gemeente Zuienkerke
0207.531.894,2,1,Stad Diksmuide
0207.532.092,2,1,Gemeente Houthulst
0207.532.389,2,1,Gemeente Koekelare
0207.532.488,2,1,Gemeente Kortemark
0207.533.082,2,1,Stad Turnhout
0207.533.280,2,1,Gemeente Kampenhout
0207.533.379,2,1,Gemeente Wemmel
0207.533.676,2,1,Gemeente Herne
0207.533.775,2,1,Gemeente Wijnegem
0207.533.874,2,1,Stad Geel
0207.534.171,2,1,Gemeente Bonheiden
0207.534.468,2,1,Gemeente Kapelle-op-den-Bos
0207.534.765,2,1,Gemeente Vosselaar
0207.534.864,2,1,Gemeente Duffel
0207.535.062,2,1,Gemeente Heist-op-den-Berg
0207.535.161,2,1,Gemeente Wommelgem
0207.535.458,2,1,Stad Halle
0207.535.557,2,1,Gemeente Hove
0207.535.755,2,1,Gemeente Londerzeel
0207.536.151,2,1,Gemeente Niel
0207.536.250,2,1,Gemeente Kontich
0207.536.448,2,1,Gemeente Boechout
0207.536.547,2,1,Gemeente Schelle
0207.536.646,2,1,Stad Mortsel
0207.536.943,2,1,Gemeente Dessel
0207.537.042,2,1,Gemeente Balen
0207.537.240,2,1,Gemeente Malle
0207.537.339,2,1,Gemeente Berlaar
0207.537.438,2,1,Gemeente Essen
0207.537.735,2,1,Gemeente Wuustwezel
0207.537.834,2,1,Gemeente Stabroek
0207.537.933,2,1,Gemeente Edegem
0207.538.725,2,1,Gemeente Liedekerke
0207.539.121,2,1,Gemeente Machelen (Brab.)
0207.539.220,2,1,Gemeente Zandhoven
0207.539.616,2,1,Gemeente Bever
0207.539.913,2,1,Gemeente Kapellen
0207.540.012,2,1,Gemeente Kalmthout
0207.540.408,1,1,Commune d'Auderghem
0207.540.408,2,1,Gemeente Oudergem
0207.541.002,1,1,Commune de Bütgenbach
0207.541.002,3,1,Gemeinde Bütgenbach
0207.541.594,1,1,Commune de Berchem-Sainte-Agathe
0207.541.594,2,1,Gemeente Sint-Agatha-Berchem
0207.542.782,2,1,Gemeente Sint-Martens-Latem
0207.542.980,0,1,Centre bi-culturel Allemand-Francais de la Région d'Eupen-Maison de Culture - Deutsch-Französisches Kulturzentrum des Eupener Gebietes
0207.542.980,0,2,CENTRE BICULTUREL
0207.559.016,0,1,"Stad Oostende, Bedrijf voor Gas-,Elektriciteits-en Waterbedeling"
0207.559.115,2,1,AUTONOOM GEMEENTEBEDRIJF ELEKTRICITEITSNET IZEGEM
0207.559.115,2,2,ETIZ
0207.577.228,0,1,Institut d'Enseignement Technique Supérieur de l'Etat Ecole Supérieure du 3eme Degrès de Traducteurs et Interprètes
0207.622.758,1,1,INTER - REGIES
0207.622.758,2,1,INTER - REGIES
0207.622.758,0,2,B.C.O.S.E.
0207.633.844,0,1,Faculté Polytechnique de Mons
0207.634.141,1,1,Patrimoine de l'Institut royal des Sciences naturelles de Belgique
0207.634.141,2,1,Patrimonium van het Koninklijk Belgisch Instituut voor Natuurwetenschappen
0207.635.527,2,1,Riool-en Waterregie der Stad Tongeren
0207.656.511,1,1,Province de Namur
0207.656.610,1,1,Province du Hainaut
0207.656.808,1,1,Ville de Mons
0207.663.043,1,1,Centre public d'Action sociale de Liège
0207.663.043,0,2,C.P.A.S.
0207.689.965,2,1,Gemeente Wortegem-Petegem
0207.690.262,2,1,Gemeente Brakel
0207.690.757,2,1,Gemeente Kluisbergen
0207.690.955,1,1,Commune de Trois-Ponts
0207.691.252,2,1,Gemeente Knokke-Heist
0207.691.351,2,1,Gemeente Maasmechelen
0207.691.747,1,1,Commune de Grâce-Hollogne
0207.691.846,1,1,Commune de Vaux-sur-Sûre
0207.692.143,1,1,Commune de Faimes
0207.713.127,2,1,Openbaar Centrum voor Maatschappelijk Welzijn van Lille
0207.713.127,2,2,O.C.M.W.
0207.725.104,1,1,Province de Liège
0207.725.203,2,1,Provincie Limburg
0207.725.401,1,1,Province de Luxembourg
0207.725.597,2,1,Provincie Antwerpen
0207.725.696,2,1,Provincie West-Vlaanderen
0207.725.795,2,1,Provincie Oost-Vlaanderen
0207.832.792,2,1,Openbaar Centrum voor Maatschappelijke Welzijn van Brugge
0207.832.792,0,2,O.C.M.W.
0207.845.264,1,1,Centre public d'Action sociale de Vielsalm
0207.845.264,0,2,C.P.A.S.
0207.877.037,1,1,Musées Royaux d'Art et d'Histoire
0207.877.037,1,2,MRAH
0207.877.037,2,1,Koninklijke Musea voor Kunst en Geschiedenis
0207.877.037,2,2,KMKG
0207.877.037,3,1,Königliche Museen für Kunst und Geschichte
0207.888.123,1,1,Centre public d'Action sociale de Nivelles
0207.888.123,0,2,C.P.A.S.
0207.888.816,2,1,Openbaar Centrum voor Maatschappelijk Welzijn van Hoogstraten
0207.888.816,2,2,O.C.M.W.
0207.889.113,1,1,Centre public d'Action sociale de Mons
0207.889.113,0,2,C.P.A.S.
0207.892.576,2,1,UGent Biocentrum Agri-Vet
0207.913.758,0,1,Donation Royale - Koninklijke Schenking
0207.917.025,1,1,Centre public d'Action sociale de La Roche-en-Ardenne
0207.917.025,0,2,C.P.A.S.
0208.038.769,2,1,Openbaar Centrum voor Maatschappelijk Welzijn van Herentals
0208.038.769,2,2,O.C.M.W. Herentals
0208.040.551,0,1,Association Intercommunale de Financement du Hainaut Occidental
0208.040.551,0,2,A.I.F.
0208.044.709,1,1,Institut national d'assurances sociales pour travailleurs indépendants
0208.044.709,1,2,INASTI
0208.044.709,2,1,Rijksinstituut voor de sociale verzekeringen der zelfstandigen
0208.044.709,2,2,RSVZ
0208.044.709,3,1,Landesinstitut der sozialversicherungen für selbständige
0208.044.709,3,2,LISVS
0208.201.095,1,1,Port Autonome de Charleroi
0208.236.927,2,1,Openbaar Centrum voor Maatschappelijk Welzijn van Leuven
0208.236.927,2,2,O.C.M.W.
0208.312.646,1,1,Régie des Bâtiments
0208.312.646,1,2,REGIE
0208.312.646,2,1,Regie der Gebouwen
0208.312.646,2,2,REGIE
0208.312.646,3,1,Gebäuderegie
0208.322.049,1,1,Musées Royaux des Beaux-Arts de Belgique
0208.322.049,1,2,MRBAB
0208.322.049,2,1,Koninklijke Musea voor Schone Kunsten van België
0208.322.049,2,2,KMSKB
0208.322.049,3,1,Königliche Museen der Schönen Künste von Belgien
0208.359.859,2,1,Universiteit Hasselt
0209.213.855,1,1,Grand Séminaire de Liège
0209.331.245,1,1,Grand Séminaire de Bruxelles (BR - Saint-Gilles)
0209.331.245,2,1,Het Groot Seminarie van Brussel (BR - Sint-Gillis)
0209.460.513,1,1,Ecole royale militaire
0209.460.513,2,1,Koninklijke Militaire School
0209.652.137,2,1,Het Diocesaan Seminarie te Antwerpen
0209.851.580,1,1,Institut des Réviseurs d'Entreprises
0209.851.580,2,1,Instituut van de Bedrijfsrevisoren
0209.851.580,0,2,409851526
0210.012.621,0,1,Koninklijke Academie voor Nederlandse Taal en Letteren
0210.012.621,0,2,KANTL
0210.012.621,0,3,410012664
0210.853.749,2,1,Bisschoppelijk Seminarie van Hasselt
0210.961.439,2,1,Aartsbisschoppelijk Seminarie van Mechelen
0211.085.163,1,1,Centre public d'Action sociale de Namur
0211.085.163,0,2,C.P.A.S.
0211.104.860,1,1,Centre public d'Action sociale de Tournai
0211.104.860,0,2,C.P.A.S.
0211.104.959,2,1,Openbaar Centrum voor Maatschappelijk Welzijn van Ieper
0211.104.959,2,2,O.C.M.W.
0211.120.993,2,1,Erkende Israëlitische Gemeente - Israëlitische Orthodoxe Gemeente Machsike Hadas (VL - Antwerpen)
0211.121.092,1,1,Fabrique d'Eglise à Saint-Servais ( WL - Namur )
0211.121.191,2,1,Kerkfabriek Onze-Lieve-Vrouw Koningin van de Vrede te Kessel-Station (VL - Nijlen)
0211.121.488,1,1,Fabrique d'Eglise  ( WL- Sprimont )
0211.121.587,2,1,Kerkfabriek Onze-Lieve-Vrouw van Altijddurende Bijstand te Heikant (VL - Rotselaar)
0211.121.686,2,1,Kerkfabriek Heilig Hart te Heuvel (VL - Kalmthout)
0211.121.785,1,1,Anerkannte Protestantische Kirchengemeinde (WL - Mamedy - Saint-Vith)
0211.121.884,1,1,Consistoire de la Synagogue Annexe
0211.121.983,1,1,Fabrique d'Eglise Notre Dame de la Visitation ( WL - Jemeppe-sur-Sambre )
0211.122.082,1,1,Communauté protestante reconnue (BR - Anderlecht)
0211.122.082,2,1,Erkende Protestantse Gemeente (BR - Anderlecht)
0211.122.181,1,1,Fabrique d'Eglise Sainte Thérèse de l'Enfant Jésus ( WL -  Manhay )
0211.122.280,1,1,Fabrique d'Eglise Saint Servais ( WL - Beloeil )
0211.122.379,2,1,Kerkfabriek Sint-Stephanus te Millen (VL - Riemst)
0211.122.478,2,1,Kerkfabriek Onze-Lieve-Vrouw ten Hemel (VL - Genk)
0211.122.577,1,1,Fabrique d'Eglise de Sainte-Marie  à sur-Semois ( WL - Etalle )
0211.122.676,2,1,Kerkfabriek Sint-Jan Baptist te Gerheide (VL - Balen)
0211.122.775,2,1,Erkende Protestantse Gemeente - De Olijftak (VL - Brasschaat)
0211.122.874,1,1,Fabrique d'Eglise Saint-Georges (WL - Liège)
0211.123.072,1,1,Fabrique d'Eglise Saint-Paul (WL - Waterloo)
0211.123.171,2,1,Kerkfabriek Sint-Willibrordus te Viersel (VL - Zandhoven)
0211.123.270,1,1,Fabrique d'Eglise Vierge des Pauvres (WL - Herstal)
0211.123.369,1,1,Fabrique d'Eglise Saints-Pierre-et-Martin à Bierghes (WL - Rebecq)
0211.123.468,1,1,Fabrique d'Eglise Saint-Méen à Brûly-de-Pesche (WL - Couvin)
0211.123.567,1,1,Fabrique d'Eglise Saint-Nicolas à Over-Heembeek (BR - Bruxelles)
0211.123.567,2,1,Kerkfabriek Sint Niklaas te Over-Hembeek (BR - Brussel)
0211.123.666,1,1,Fabrique d'Eglise Saint Eloi à Bovigny ( WL - Gouvy )
0211.123.765,2,1,Kerkfabriek Onze-Lieve-Vrouw te Eksaarde (VL - Lokeren)
0211.123.864,1,1,Fabrique d'Eglise à Braibant ( WL - Ciney )
0211.123.963,1,1,Fabrique d'Eglise Saint Pierre à Buissonville ( WL - Rochefort )
0211.124.062,1,1,Fabrique d'Eglise Saint Laurent à Buissonville ( WL - Rochefort )
0211.124.161,2,1,Kerkfabriek Sint-Cyriacus te Budingen (VL - Zoutleeuw)
0211.124.260,1,1,Fabrique d'Eglise Saint-Martin à Ebly (WL - Léglise)
0211.124.458,1,1,Fabrique d'Eglise Nativité de la Sainte-Vierge (WL - Burdinne)
0211.124.557,2,1,Kerkfabriek Sint-Vincentius te Buizingen (VL - Halle)
0211.124.656,2,1,Kerkfabriek Sint-Antonius te Buken (VL - Kampenhout)
0211.124.755,1,1,Fabrique d'Eglise Saint Raymond à Carlsbourg ( WL - Paliseul )
0211.124.854,2,1,Kerkfabriek Sint-Ursula te Eigenbilzen (VL - Bilzen)
0211.124.953,2,1,Kerkfabriek Sint-Bertinus te Bulskamp (VL - Veurne)
0211.125.052,1,1,Fabrique d'Eglise Saint-Quirin à Buzenol (WL - Etalle)
0211.125.151,1,1,Fabrique d'Eglise Saint Antoine de Padoue ( WL -  Ellezelles )
0211.125.250,1,1,Fabrique d'Eglise Sainte Gertrude à Carlsbourg ( WL - Paliseul )
0211.125.349,1,1,Fabrique d'Eglise à Castillon ( WL- Walcourt )
0211.125.448,1,1,Fabrique d'Eglise de La Ste Vierge à Ellignies-Ste-Anne ( WL- Beloeil )
0211.125.547,1,1,Fabrique d'Eglise Saint-Madelberte à Celles-lez-Waremme (WL - Faimes)
0211.125.646,1,1,Fabrique d'Eglise Saint-Jean-Baptiste à Chapon-Seraing (WL - Verlaine)
0211.125.745,1,1,Fabrique d'Eglise Saint Germain ( WL - Chapelle-lez-Herlaimont )
0211.125.844,1,1,Fabrique d'Eglise à Chapelle-lez-Herlaimont ( WL - Chapelle-lez-Herlaimont )
0211.125.943,1,1,Fabrique d'Eglise Saint Clement à Celles ( WL - Houyet )
0211.126.042,1,1,Fabrique d'Eglise à Chapelle-à-Oie ( WL - Leuze-en-Hainaut )
0211.126.141,1,1,Fabrique d'Eglise Saint Remacle à Chanly ( WL - Wellin )
0211.126.240,1,1,Fabrique d'Eglise Saint Joseph à Champlon ( WL - Tenneville )
0211.126.339,1,1,Fabrique d'Eglise Saint Remacle à Champlon ( WL - Tenneville )
0211.126.438,1,1,Fabrique d'Eglise de Champion (WL - Namur)
0211.126.537,1,1,Fabrique d'Eglise Saint-Gilles à Chaineux (WL - Herve)
0211.126.636,1,1,Fabrique d'Eglise Notre-Dame à Mousty (WL - Ottignies-Louvain-la-Neuve)
0211.126.735,1,1,Fabrique d'Eglise Saint-Hadelin à Celles ( WL - Houyet )
0211.126.834,1,1,Fabrique d'Eglise Saint-Lambert (WL - Cerfontaine)
0211.126.933,1,1,Fabrique d'Eglise Saint-Laurent à Cerexhe-Heuseux (WL - Soumagne)
0211.127.032,1,1,Fabrique d'Eglise saint Martin à Chastrès ( WL - Walcourt )
0211.127.131,1,1,Fabrique d'Eglise Saint-Martin à Blanmont (WL - Chastre)
0211.127.230,1,1,Fabrique d'Eglise Saint-Jean Baptiste à Villeroux (WL - Chastre)
0211.127.329,1,1,Fabrique d'Eglise Notre-Dame-Alerme (WL - Chastre)
0211.127.428,1,1,Fabrique d'Eglise de l'Immaculée Conception ( WL - Châtelet )
0211.127.527,1,1,Fabrique d'Eglise Notre Dame de Patience  ( WL - Châtelet-Boubier )
0211.127.626,1,1,Fabrique d'Eglise Saint Barthélemy ( WL - Châtelet )
0211.127.725,1,1,Fabrique d'Eglise Saint-Pierre à Chênée (WL - Liège)
0211.127.824,1,1,Fabrique d'Eglise Sainte-Vierge à Chaussée-Notre-Dame-Louvignies (WL - Soignies)
0211.127.923,1,1,Fabrique d'Eglise Saint-Jean-Baptiste à Gistoux (WL - Chaumont-Gistoux)
0211.128.022,1,1,Fabrique d'Eglise Saint-Bavon à Chaumont (WL - Chaumont-Gistoux)
0211.128.121,1,1,Fabrique d'Eglise Immaculée Conception à Ninane (WL - Chaudfontaine)
0211.128.220,1,1,Fabrique d'Eglise Saint-François-Xavier (WL - Chaudfontaine)
0211.128.319,1,1,Fabrique d'Eglise Saint Lambert à Cherain ( WL - Gouvy )
0211.128.418,1,1,Fabrique d'Eglise Saint-Philippe à Vaudignies (WL - Chièvres)
0211.128.517,1,1,Fabrique d'Eglise à Ciney ( WL - Ciney )
0211.128.616,1,1,Fabrique d'Eglise à Ciney ( WL - Ciney )
0211.128.913,1,1,Fabrique d'Eglise Saint Martin à Ciergnon ( WL - Houyet )
0211.129.012,1,1,Fabrique d'Eglise Saint-Marcellin à Chokier (WL - Flémalle)
0211.129.111,1,1,Fabrique d'Eglise à Chimay ( WL - Chimay )
0211.129.309,1,1,Fabrique d'Eglise Saint-Barthélemy (WL - Clavier)
